url,title,summary
https://www.yna.co.kr/view/AKR20250610098300057,"울주군, '2025 서울국제식품산업대전' 참가…""해외판로 개척""","지역 식품제조 및 가공업체 10개사, 우수제품 세계시장에 소개 (울산=연합뉴스) 장영은 기자 = 울산 울주군은 지역 식품제조 및 가공업체 10개사와 함께 10∼13일 경기도 고양시 킨텍스에서 열리는 '2025 서울국제식품산업대전(SEOUL FOOD 2025)'에 참가한다. 서울국제식품산업대전은 아시아 대표 식품산업 기업간거래(B2B) 전시회로 마련됐다. 전 세계 식품산업 관계자가 한자리에 모여 글로벌 식품 트렌드와 최신 기술을 공유하고, 수출 상담 및 비즈니스 네트워킹을 통해 해외시장 진출의 기회를 모색하는 장이다. 울주군은 지역 중소 식품기업의 국내외 시장 판로 개척을 위해 이번 전시회에서 울주군 공동관을 구성해 참여기업 제품 홍보, 바이어 상담, 샘플 시식 등을 적극 지원한다. 울주군 참가 기업 중에서 농업회사법인 복순도가, 바른예사회적협동조합, 발레나식스, 비비푸드, 언양전통식품, 장안발효 등 6개사는 현장에서 직접 부스를 운영한다. 대명바이오와 오릭바이오, 푸드윈, 해도지에프엔비 등 4개 기업은 제품을 전시하는 방식으로 참여한다. 전시회에 참여한 한 업체 대표는 ""서울국제식품산업대전은 해외 진출의 가능성을 타진할 좋은 기회""라며 ""울주군 지원 덕분에 국내외 바이어와 직접 만나 제품을 소개할 수 있어 기대가 크다""고 말했다. 울주군 관계자는 ""이번 전시회를 통해 울주군 식품기업의 우수 제품을 세계 시장에 소개하고 수출 기회로 이어지길 바란다""며 ""앞으로도 지역 식품산업의 경쟁력 강화를 위해 다양한 지원을 아끼지 않겠다""고 밝혔다. young@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610097700063,산림청 14∼15일 '탄소중립 기여' 목재문화페스티벌 개최,"(대전=연합뉴스) 이은파 기자 = 산림청은 오는 14∼15일 서울 동작구 보라매공원에서 '2025 목재문화 페스티벌'을 개최한다고 10일 밝혔다. 목재문화 페스티벌은 탄소중립에 직접적으로 기여하는 국산 목재에 대한 국민의 이해를 돕고 생활 속 목재 이용을 활성화하기 위해 마련됐다. 행사 첫날에는 국산 목재가 얼마나 단단한지 체험해보는 '뚝딱뚝딱 나무왕 선발대회', 나무로 이어진 결혼 5년 차 부부들의 사랑 이야기를 담은 '목(木)혼식', 목재에 대한 올바른 정보를 재미있는 퀴즈로 알아보는 '도전! 우든벨'이 펼쳐진다. 둘째 날에는 목재 조리도구와 임산물을 이용하는 요리경연대회 '아빠의 밥상', 국산 목재로 탁자와 의자를 만들어 사회복지시설에 기부하는 '뚝딱뚝딱 목(木)소리 토크쇼'가 열린다. 축제 기간 나무반지 만들기와 목재화병 만들기, 어린이 목재장난감 체험 등 어린이부터 어른까지 누구나 참여할 수 있는 20여개의 다양한 체험 부스가 설치 운영된다. 산림청은 국산 목재의 탄소 저장 효과를 널리 알리고 국민이 생활 속에서 목재를 다양하게 이용할 수 있도록 목재 체험 행사를 확대해 나갈 계획이다. 임상섭 산림청장은 ""국산 목재에 저장된 탄소량이 국가 온실가스 감축 실적에 반영된다""며 ""이 행사를 통해 국민 누구나 탄소중립을 실천할 수 있는 생활 속 목재 이용이 활성화되길 기대한다""고 말했다. sw21@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610084351007,"김혜성, 좌완 상대로 2루타 쳤는데…8회 또 왼손 나오자 교체(종합)","올해 좌투수에 3타수 3안타 1홈런 3타점에도 출전 기회 '제한적' (서울=연합뉴스) 김경윤 기자 = '혜성 특급' 김혜성(로스앤젤레스 다저스)이 오랜만에 좌완 투수를 상대로 타격 기회를 잡아 동점 적시 2루타를 터뜨렸으나 다음 타석에 또 다른 좌완 투수가 교체 등판하자 교체됐다. 김혜성은 10일(한국시간) 미국 캘리포니아주 샌디에이고 펫코 파크에서 열린 2025 미국프로야구 메이저리그(MLB) 샌디에이고 파드리스와 방문 경기에 9번 타자 중견수로 선발 출전해 3타수 1안타 1타점을 기록했다. 최근 3경기 연속 안타 행진을 이어간 김혜성의 시즌 타율은 0.414에서 0.410(61타수 25안타)으로 소폭 떨어졌다. 첫 타석에선 범타로 물러났다. 김혜성은 2-2로 맞선 2회초 주자 없는 1사에서 샌디에이고 오른손 선발 닉 피에타를 만났다. 그는 3볼 1스트라이크에서 5구째 높은 직구를 쳐 유격수 뜬 공으로 아웃됐다. 두 번째 타석도 아쉬웠다. 다저스는 2-3으로 뒤진 3회초 공격에서 3점을 뽑아내며 5-3으로 역전했고, 김혜성은 2사 2, 3루 기회에서 타석에 들어섰다. 김혜성은 볼카운트 1볼 2스트라이크에서 피에타의 한가운데 몰린 커브를 노렸으나 헛스윙하며 물러났다. 김혜성은 하늘을 향해 탄식한 뒤 헬멧을 치며 아쉬움을 표현하기도 했다. 안타는 5-6으로 뒤진 5회초 공격 때 나왔다. 샌디에이고는 5회초 수비에서 피에타를 마운드에서 내리고 일본 출신 왼손 불펜 마쓰이 유키를 투입했다. 다저스의 데이브 로버츠 감독은 평소 왼손 투수가 나왔을 때 왼손 타자인 김혜성을 내보내지 않거나 교체하기 일쑤였으나 이때는 달랐다. 김혜성은 2사 2루에서 교체 없이 마쓰이를 상대했다. 낮은 슬라이더 초구에 헛스윙한 김혜성은 2구째 몸쪽 시속 143.1㎞ 슬라이더를 놓치지 않았다. 절묘하게 당겨쳐 오른쪽 담장 구석으로 타구를 보냈다. 김혜성은 쏜살같"
https://www.yna.co.kr/view/AKR20250610097600009,"아프간 탈레반, 극단선택 희생자 사진 SNS 게재 금지","세계식량계획 ""400만명 영양실조…새로운 인도주의적 위기"" (서울=연합뉴스) 유창엽 기자 = 아프가니스탄 남동부 코스트주의 탈레반 당국이 극단적 선택이 늘어나자 희생자 모습을 담은 사진을 소셜미디어에 올리지 말라는 명령을 내렸다고 미국 매체 아무TV가 10일 전했다. 보도에 따르면 소식통들은 탈레반 산하 코스트주 경찰 지도부가 공식 서한을 통해 이 같은 금지명령을 내리면서 극단적 선택 희생자의 사진 유포 행위를 즉각 중단해야 한다고 경고했다고 전날 말했다. 이번 명령은 또한 지역 종교 지도자들이 극단적 선택의 도덕적, 종교적 결과에 관한 경고를 젊은이들에게 하라는 내용도 포함하고 있다. 소식통들은 코스트주 내 극단적 선택에 관한 공식적인 통계치는 없지만 2021년 8월 미군 철수로 탈레반이 재집권한 이후 특히 젊은이들의 극단적 선택이 급증했다고 전했다. 한 소식통은 아무TV에 ""최근 4년간 일어난 극단적 선택의 대부분은 젊은이들과 연관돼 있다""면서 ""이런 행동의 주요 원인으로 실업, 심리적 스트레스, 가족 문제, 마약 중독을 들 수 있다""고 말했다. 코스트주 경찰 통계치에 따르면 코스트주에선 지난해 3월부터 1년 동안 72명이 극단적 선택을 했다. 아프간 현지 인권단체에 따르면 아프간에서는 극단적 선택이 제대로 보도되지 않고 있다. 한편 아프가니스탄에서는 400만여명의 어머니와 어린이들이 현재 영양실조 상태인 것으로 전해졌다. 유엔 세계식량계획(WFP)은 최근 엑스(X·옛 트위터)에 올린 글에서 아프간에선 악화하는 가난과 실업, 잦은 기부 요청에 따른 '기부자 피로' 현상 등에 따른 기부금 부족으로 새로운 인도주의적 위기가 발생하고 있다며 이같이 밝혔다. yct9423@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610097800505,[부고] 권영석(경안일보·봉화일보 발행인)씨 장모상,"▲ 경세월(향년 94세)씨 별세, 강출용·강하룡·강선희(경안일보 경영관리실장)·강정희·강병주씨 모친상, 김기옥·배미화씨 시모상, 권영석(경안일보·봉화일보 발행인)씨 장모상 = 10일 오전 9시45분, 남대구전문장례식장 3호실, 발인 12일 오전 7시, 장지 경남 합천군 선영. ☎ 053-584-4444 (서울=연합뉴스) ※ 부고 게재 문의는 팩스 02-398-3111, 전화 02-398-3000, 카톡 okjebo, 이메일 jebo@yna.co.kr(확인용 유족 연락처 필수)"
https://www.yna.co.kr/view/AKR20250610097500063,"서산시 여권 무료 등기배송 서비스, 다자녀 가정으로 확대","(서산=연합뉴스) 정윤덕 기자 = 충남 서산시는 여권 무료 등기배송 서비스를 다음 달부터 다자녀 가정까지 확대한다고 10일 밝혔다. 이 서비스는 75세 이상 어르신, 중증 장애인, 국민기초생활수급자, 임산부 등을 대상으로 시행돼 왔다. 18세 이하 자녀가 1명 이상인 다자녀 가정은 서비스를 신청할 수 있다. 조진희 민원봉사과장은 ""다자녀 가정을 대상으로 한 여권 무료 등기배송 서비스는 충남에서 최초""라며 ""앞으로도 시민 맞춤형 서비스 제공에 최선을 다하겠다""고 말했다. cobra@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610092700052,"낙동강청, 환경법 위반 부울경 폐수 배출업체 18곳 적발","(창원=연합뉴스) 정종호 기자 = 낙동강유역환경청(이하 낙동강청)은 지난 3월부터 약 두 달간부산·울산·경남(부울경) 지역 폐수 배출업체 35곳을 점검해 환경법 등을 위반한 18곳을 적발했다고 10일 밝혔다. 적발된 업체 18곳에서는 총 21건의 위반 행위가 드러났다. 이 가운데 폐수 배출시설 변경 신고를 이행하지 않는 행위가 14건으로 가장 많았다. 이외 방류수 배출과 관련한 허용 기준을 초과하거나 운영 일지를 작성하지 않은 사례 등도 있었다. 낙동강청은 적발된 업체를 관할 지자체에 통보해 행정처분 또는 과태료 부과 조치를 했다. 낙동강청은 낙동강 수질 보호를 위해 오는 10월까지 폐수 배출업소에 대한 특별 점검을 이어갈 방침이다. 서흥원 낙동강청장은 ""녹조 발생 등으로 수질 악화가 우려되는 여름철을 맞이해 먹는 물 관리에 힘쓰겠다""며 ""오염물질 배출 업소들은 단속 전에 폐수 적정 처리 등 운영·관리에 최선을 다해주기를 바란다""고 당부했다. jjh23@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610094500003,[르포] 포스코퓨처엠 전구체 독립선언…K-배터리 심장 광양서 뛴다,"포스코퓨처엠, 광양 전구체 공장 준공…전기차 50만대분 전구체 생산 ""탈중국 공급망이 경쟁력 그 자체…10억분의 15 확률 이물질도 관리"" (광양=연합뉴스) 이슬기 기자 = ""포스코퓨처엠의 광양 전구체 공장이 갖는 의미는 중국으로부터의 완전한 독립, '탈중국 공급망'입니다. 탈중국이 경쟁력 그 자체입니다."" 10일 전남 광양 율촌산업단지 내 포스코퓨처엠의 양극재 공장 부지에 자리한 전구체 공장. 이소영 포스코퓨처엠 에너지소재기획 그룹장은 이날 준공한 전구체 공장의 의미에 대해 이같이 설명했다. 전구체는 니켈, 코발트, 망간 등의 원료로 구성된 양극재의 중간 소재로, 고온에서 전구체에 리튬을 주입하면 양극재가 된다. 전기차, 에너지저장장치(ESS) 등 미래 첨단산업의 핵심 소재지만, 올해 3월 기준 중국에서 수입해오는 비중이 90% 이상이다. 그러나 글로벌 공급망이 중국에 과도하게 의존한 데 따른 리스크가 부각되고, 트럼프 2기 들어 미중 갈등까지 격화하면서 전구체의 탈중국화는 공급망 관리에서 시급한 과제로 떠올랐다. 포스코그룹은 공급망의 탈중국화를 목표로 지난 2022년 11월 10일 광양만 제철소 부지 내 양극재 공장을 세운 데 이어, 이날 연산 4만5천t 규모의 전구체 공장까지 준공해 배터리 소재의 자급 체제를 완성했다. 전기차 50만대분을 생산할 수 있는 양이다. 광양 공장에서 생산한 전구체는 올해부터 시행되는 미국 외국우려기업(FEOC) 규정에 저촉되지 않는 고순도 황산니켈을 포스코 그룹 내에서 공급받아 생산한다. 이날 찾은 포스코퓨처엠의 전구체 공장은 입구에서부터 철저한 이물질 통제가 이뤄졌다. 10억분의 15 확률 이하의 이물질도 잡아내는 철저한 공정을 유지하기 위해 공장 직원들과 외부 방문객들은 모두 덧신과 모자를 착용한 채 공장 안에 들어갈 수 있었다. 전구체 제조 공정은 크게 ▲ 용해 ▲ 반응기 ▲ 세척·탈수 ▲ 건조 ▲ 분체 설비 ▲ 최종 포장 등 과정"
https://www.yna.co.kr/view/AKR20250610097400061,"평택시, AI 행정혁신 방안 모색…비전 수립 TF 구성","(평택=연합뉴스) 김광호 기자 = 경기 평택시가 현실적으로 실행 가능한 인공지능(AI) 행정혁신 방안 및 정책 마련에 나섰다. 10일 평택시에 따르면 지난 9일 시청에서 시와 평택복지재단, 평택산업진흥원 등 18개 기관 및 부서가 참석한 가운데 '평택시 인공지능(AI) 비전 수립을 위한 관계기관 회의'를 했다. 이날 회의에서 참석자들은 시의 분야별 현안과 정책 목표를 공유하고, 행정 및 정책 전반에 인공지능 기술을 접목하거나 반영하기 위한 방향성 및 실행 과제를 논의했다. 시는 이를 시작으로 부시장을 단장으로 하는 'AI 비전 수립 전담 조직(TF)'을 구성하고, 본격적인 비전 수립에 착수할 예정이다. 시는 TF에서 도출된 아이디어를 현재 수립 중인 '평택시 인공지능 산업 육성 기본계획'에 반영할 예정이며, '평택시 인공지능위원회'에서 논의 후 시의 중장기 정책 수립 및 예산 편성에 우선 고려할 계획이다. 정장선 시장은 ""AI는 미래를 준비하는 기술이면서, 우리가 당면한 문제를 해결할 수 있는 가장 현실적인 해법""이라며 ""현장의 목소리를 담아낸 실효성 있는 AI 정책으로 시민이 체감하고 기업이 함께 성장할 수 있도록 하겠다""고 말했다. kwang@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610096800053,100회 맞은 'AP포럼'…13년간 포항 발전에 지적 허브 역할,"(포항=연합뉴스) 손대성 기자 = 경북 포항에 있는 포항공대(POSTECH), 포항상공회의소, 포항철강산업단지관리공단이 공동으로 운영하고 포스코가 후원하는 'AP포럼'이 100회를 맞았다. 10일 포항공대에 따르면 이날 오전 포항시 남구 포스코국제관에서 열린 100회차 AP포럼에는 장인화 포스코홀딩스 회장이 연사로 참여했다. 장 회장은 이날 새로운 산업 성장 모델과 이를 이끌 리더의 역할이 중요하다고 밝혔다. 2012년 6월 출범한 AP포럼은 환동해 중심 도시이자 세계적 도시로 성장하는 포항의 미래를 모색하기 위한 조찬 세미나 행사다. 산·학·연·관 각 분야 리더가 참여해 협력관계를 구축해왔다. 역대 연사로는 정운찬·김황식 전 국무총리, 홍석우 전 지식경제부 장관, 유홍준 전 문화재청장 등이 있다. 하반기에는 최병일 법무법인 태평양 통상전략혁신허브 원장, 민은기 서울대 음대 교수 등이 강연할 예정이다. 포항공대 관계자는 ""AP포럼이 13년간 포항지역 발전의 지적 허브 역할을 해 온 것을 뜻깊게 생각한다""고 말했다. sds123@yna.co.kr"
